Id	Category Id	Category	Anatomic Site Id	Anatomic Site	Subsite Id	Subsite	Diagnosis Id	Diagnosis	Diagnosis Modifier Id	Diagnosis Modifier	Combined Diagnosis	Combined Diagnosis Id
1733SS25	C2	DISEASE	S3	HEART	SS25	CARDIAC MUSCLE	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1733SS15	C2	DISEASE	S3	HEART	SS15	AV NODE	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1733SS12	C2	DISEASE	S3	HEART	SS12	ATRIUM	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1733SS11	C2	DISEASE	S3	HEART	SS11	ATRIAL SEPTUM	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1733SS7	C2	DISEASE	S3	HEART	SS7	AORTIC VALVE	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1729SS1	C2	DISEASE	S39	LIVER	SS1	NONE	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1703SS175	C2	DISEASE	S24	PANCREAS	SS175	TAIL	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1703SS123	C2	DISEASE	S24	PANCREAS	SS123	PANCREATIC DUCT	D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
1662	C2	DISEASE					D14	MINERAL METABOLISM DISORDERS	DM2		MINERAL METABOLISM DISORDERS	CD1288
2233SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D16	MIXED EPITHELIAL	DM2		MIXED EPITHELIAL	CD1289
2233SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D16	MIXED EPITHELIAL	DM2		MIXED EPITHELIAL	CD1289
2233SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D16	MIXED EPITHELIAL	DM2		MIXED EPITHELIAL	CD1289
2233SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D16	MIXED EPITHELIAL	DM2		MIXED EPITHELIAL	CD1289
2233SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D16	MIXED EPITHELIAL	DM2		MIXED EPITHELIAL	CD1289
1972							D16	MIXED EPITHELIAL	DM2		MIXED EPITHELIAL	CD1289
1841							D189	NATIVE ORGAN	DM2		NATIVE ORGAN	CD1290
1675	C2	DISEASE					D189	NATIVE ORGAN	DM2		NATIVE ORGAN	CD1290
223	C2	DISEASE					D189	NATIVE ORGAN	DM2		NATIVE ORGAN	CD1290
1897							D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1719SS199	C2	DISEASE	S58	EYE	SS199	WHOLE GLOBE	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1719SS152	C2	DISEASE	S58	EYE	SS152	RETINA	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1719SS99	C2	DISEASE	S58	EYE	SS99	LENS	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1719SS97	C2	DISEASE	S58	EYE	SS97	LACRIMAL GLAND	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1719SS39	C2	DISEASE	S58	EYE	SS39	CORNEA	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1719SS37	C2	DISEASE	S58	EYE	SS37	CONJUNCTIVA	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS192	C2	DISEASE	S31	BRAIN	SS192	VENTRICLE	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS177	C2	DISEASE	S31	BRAIN	SS177	THALAMUS	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS176	C2	DISEASE	S31	BRAIN	SS176	TEMPORAL	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS126	C2	DISEASE	S31	BRAIN	SS126	PARIETAL	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS119	C2	DISEASE	S31	BRAIN	SS119	OCCIPITAL	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS82	C2	DISEASE	S31	BRAIN	SS82	HYPOTHALAMUS	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS78	C2	DISEASE	S31	BRAIN	SS78	HIPPOCAMPUS	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS67	C2	DISEASE	S31	BRAIN	SS67	FRONTAL	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS49	C2	DISEASE	S31	BRAIN	SS49	DURA/MENINGES	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS42	C2	DISEASE	S31	BRAIN	SS42	CORTEX	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS40	C2	DISEASE	S31	BRAIN	SS40	CORPUS CALLOSUM	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS35	C2	DISEASE	S31	BRAIN	SS35	CHOROID PLEXUS	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS31	C2	DISEASE	S31	BRAIN	SS31	CEREBRAL MENINGES	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS29	C2	DISEASE	S31	BRAIN	SS29	CEREBELLUM	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1700SS17	C2	DISEASE	S31	BRAIN	SS17	BASAL GANGLIA	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1691	C2	DISEASE	S38	SKELETAL MUSCLE			D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1649SS1	C2	DISEASE	S99	SPINAL CORD	SS1	NONE	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1649SS46	C2	DISEASE	S99	SPINAL CORD	SS46	DORSAL ROOT GANGLIA	D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
1646	C2	DISEASE					D29	NERVOUS SYSTEM DISORDERS	DM2		NERVOUS SYSTEM DISORDERS	CD1291
2316	C7	BENIGN					D30	NEURILEMMOMA/SCHWANNOMA	DM2		NEURILEMMOMA/SCHWANNOMA	CD1292
2003							D30	NEURILEMMOMA/SCHWANNOMA	DM2		NEURILEMMOMA/SCHWANNOMA	CD1292
1629	C1	INDETERMINANT					D32	NEUROENDOCRINE TUMOR (INCLUDES CARCINOID)	DM2		NEUROENDOCRINE TUMOR (INCLUDES CARCINOID)	CD1293
1744							D32	NEUROENDOCRINE TUMOR (INCLUDES CARCINOID)	DM2		NEUROENDOCRINE TUMOR (INCLUDES CARCINOID)	CD1293
2333SS190	C7	BENIGN	S74	NERVE	SS190	VAGAL	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2333SS133	C7	BENIGN	S74	NERVE	SS133	PERIPHERAL	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2333SS70	C7	BENIGN	S74	NERVE	SS70	GANGLION	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2333SS43	C7	BENIGN	S74	NERVE	SS43	CRANIAL	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2333SS13	C7	BENIGN	S74	NERVE	SS13	AUTONOMIC	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS157	C7	BENIGN	S1	SKIN	SS157	SEBACEOUS GLAND	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS156	C7	BENIGN	S1	SKIN	SS156	SCALP	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS98	C7	BENIGN	S1	SKIN	SS98	LEG	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS73	C7	BENIGN	S1	SKIN	SS73	GLANDS	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS66	C7	BENIGN	S1	SKIN	SS66	FOREHEAD	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS65	C7	BENIGN	S1	SKIN	SS65	FOOT	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS57	C7	BENIGN	S1	SKIN	SS57	EYELID	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS19	C7	BENIGN	S1	SKIN	SS19	BREAST	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS8	C7	BENIGN	S1	SKIN	SS8	ARM	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2308SS2	C7	BENIGN	S1	SKIN	SS2	ABDOMINAL	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2297SS105	C7	BENIGN	S80	ADRENAL	SS105	MEDULLA	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2297SS42	C7	BENIGN	S80	ADRENAL	SS42	CORTEX	D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2290	C7	BENIGN					D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
1957							D33	NEUROFIBROMA	DM2		NEUROFIBROMA	CD1294
2345SS190	C7	BENIGN	S74	NERVE	SS190	VAGAL	D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2345SS133	C7	BENIGN	S74	NERVE	SS133	PERIPHERAL	D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2345SS70	C7	BENIGN	S74	NERVE	SS70	GANGLION	D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2345SS43	C7	BENIGN	S74	NERVE	SS43	CRANIAL	D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2345SS13	C7	BENIGN	S74	NERVE	SS13	AUTONOMIC	D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2340	C7	BENIGN					D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2151							D34	NEUROFIBROMATOSIS	DM2		NEUROFIBROMATOSIS	CD1295
2359	C7	BENIGN					D35	NEUROMA	DM2		NEUROMA	CD1296
1763							D35	NEUROMA	DM2		NEUROMA	CD1296
2296	C7	BENIGN					D36	NEVUS	DM2		NEVUS	CD1297
1939							D36	NEVUS	DM2		NEVUS	CD1297
2253SS192	C6	MALIGNANT	S31	BRAIN	SS192	VENTRICLE	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS177	C6	MALIGNANT	S31	BRAIN	SS177	THALAMUS	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS176	C6	MALIGNANT	S31	BRAIN	SS176	TEMPORAL	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS126	C6	MALIGNANT	S31	BRAIN	SS126	PARIETAL	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS119	C6	MALIGNANT	S31	BRAIN	SS119	OCCIPITAL	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS82	C6	MALIGNANT	S31	BRAIN	SS82	HYPOTHALAMUS	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS78	C6	MALIGNANT	S31	BRAIN	SS78	HIPPOCAMPUS	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS67	C6	MALIGNANT	S31	BRAIN	SS67	FRONTAL	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS49	C6	MALIGNANT	S31	BRAIN	SS49	DURA/MENINGES	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS42	C6	MALIGNANT	S31	BRAIN	SS42	CORTEX	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS40	C6	MALIGNANT	S31	BRAIN	SS40	CORPUS CALLOSUM	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS35	C6	MALIGNANT	S31	BRAIN	SS35	CHOROID PLEXUS	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS31	C6	MALIGNANT	S31	BRAIN	SS31	CEREBRAL MENINGES	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS29	C6	MALIGNANT	S31	BRAIN	SS29	CEREBELLUM	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2253SS17	C6	MALIGNANT	S31	BRAIN	SS17	BASAL GANGLIA	D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2164							D39	NOTOCHORD	DM2		NOTOCHORD	CD1298
2313SS192	C7	BENIGN	S31	BRAIN	SS192	VENTRICLE	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS177	C7	BENIGN	S31	BRAIN	SS177	THALAMUS	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS176	C7	BENIGN	S31	BRAIN	SS176	TEMPORAL	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS126	C7	BENIGN	S31	BRAIN	SS126	PARIETAL	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS119	C7	BENIGN	S31	BRAIN	SS119	OCCIPITAL	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS82	C7	BENIGN	S31	BRAIN	SS82	HYPOTHALAMUS	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS78	C7	BENIGN	S31	BRAIN	SS78	HIPPOCAMPUS	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS67	C7	BENIGN	S31	BRAIN	SS67	FRONTAL	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS49	C7	BENIGN	S31	BRAIN	SS49	DURA/MENINGES	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS42	C7	BENIGN	S31	BRAIN	SS42	CORTEX	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS40	C7	BENIGN	S31	BRAIN	SS40	CORPUS CALLOSUM	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS35	C7	BENIGN	S31	BRAIN	SS35	CHOROID PLEXUS	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS31	C7	BENIGN	S31	BRAIN	SS31	CEREBRAL MENINGES	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS29	C7	BENIGN	S31	BRAIN	SS29	CEREBELLUM	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2313SS17	C7	BENIGN	S31	BRAIN	SS17	BASAL GANGLIA	D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
1745							D40	NOTOCHORD TUMOR	DM2		NOTOCHORD TUMOR	CD1299
2289SS188	C7	BENIGN	S92	BONE	SS188	ULNA	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS179	C7	BENIGN	S92	BONE	SS179	TIBIA	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS168	C7	BENIGN	S92	BONE	SS168	STERNUM	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS165	C7	BENIGN	S92	BONE	SS165	SKULL	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS153	C7	BENIGN	S92	BONE	SS153	RIB	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS149	C7	BENIGN	S92	BONE	SS149	RADIUS	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS128	C7	BENIGN	S92	BONE	SS128	PATELLA	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS109	C7	BENIGN	S92	BONE	SS109	METATARSALS	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS108	C7	BENIGN	S92	BONE	SS108	METACARPALS	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS104	C7	BENIGN	S92	BONE	SS104	MANDIBLE	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS79	C7	BENIGN	S92	BONE	SS79	HUMERUS	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS62	C7	BENIGN	S92	BONE	SS62	FIBULA	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2289SS60	C7	BENIGN	S92	BONE	SS60	FEMUR	D48	OSTEOMA	DM2		OSTEOMA	CD1300
2002							D48	OSTEOMA	DM2		OSTEOMA	CD1300
2226SS172	C6	MALIGNANT	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D54	PAPILLARY	DM2		PAPILLARY	CD1301
2226SS171	C6	MALIGNANT	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D54	PAPILLARY	DM2		PAPILLARY	CD1301
2226SS170	C6	MALIGNANT	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D54	PAPILLARY	DM2		PAPILLARY	CD1301
2226SS127	C6	MALIGNANT	S97	SALIVARY GLAND	SS127	PAROTID	D54	PAPILLARY	DM2		PAPILLARY	CD1301
2226SS110	C6	MALIGNANT	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D54	PAPILLARY	DM2		PAPILLARY	CD1301
2120							D54	PAPILLARY	DM2		PAPILLARY	CD1301
2353SS1	C7	BENIGN	S42	TESTIS	SS1	NONE	D55	PAPILLARY CYSTADENOMA	DM2		PAPILLARY CYSTADENOMA	CD1302
1842							D55	PAPILLARY CYSTADENOMA	DM2		PAPILLARY CYSTADENOMA	CD1302
1617	C1	INDETERMINANT					D58	PARAGANGLIOMA	DM2		PARAGANGLIOMA	CD1303
1974							D58	PARAGANGLIOMA	DM2		PARAGANGLIOMA	CD1303
1620SS105	C1	INDETERMINANT	S80	ADRENAL	SS105	MEDULLA	D61	PHEOCHROMOCYTOMA	DM2		PHEOCHROMOCYTOMA	CD1304
1620SS42	C1	INDETERMINANT	S80	ADRENAL	SS42	CORTEX	D61	PHEOCHROMOCYTOMA	DM2		PHEOCHROMOCYTOMA	CD1304
2104							D61	PHEOCHROMOCYTOMA	DM2		PHEOCHROMOCYTOMA	CD1304
1609SS164	C1	INDETERMINANT	S20	BREAST	SS164	SKIN	D62	PHYLLODES TUMOR	DM2		PHYLLODES TUMOR	CD1305
1609SS118	C1	INDETERMINANT	S20	BREAST	SS118	NIPPLE	D62	PHYLLODES TUMOR	DM2		PHYLLODES TUMOR	CD1305
1609SS114	C1	INDETERMINANT	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D62	PHYLLODES TUMOR	DM2		PHYLLODES TUMOR	CD1305
1907							D62	PHYLLODES TUMOR	DM2		PHYLLODES TUMOR	CD1305
2079							D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1728SS173	C2	DISEASE	S88	VEIN	SS173	SUPERIOR VENA CAVA	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1728SS150	C2	DISEASE	S88	VEIN	SS150	RENAL	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1728SS93	C2	DISEASE	S88	VEIN	SS93	JUGULAR	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1728SS87	C2	DISEASE	S88	VEIN	SS87	INFERIOR VENA CAVA	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1728SS58	C2	DISEASE	S88	VEIN	SS58	FEMORAL	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS194	C2	DISEASE	S9	ARTERY	SS194	VERTEBRAL	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS166	C2	DISEASE	S9	ARTERY	SS166	SMOOTH MUSCLE	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS150	C2	DISEASE	S9	ARTERY	SS150	RENAL	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS143	C2	DISEASE	S9	ARTERY	SS143	PULMONARY	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS30	C2	DISEASE	S9	ARTERY	SS30	CEREBRAL	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS28	C2	DISEASE	S9	ARTERY	SS28	CEREBELLAR	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS26	C2	DISEASE	S9	ARTERY	SS26	CAROTID	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1704SS6	C2	DISEASE	S9	ARTERY	SS6	AORTA	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1698SS125	C2	DISEASE	S94	LUNG	SS125	PARENCHYMAL	D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1684	C2	DISEASE	S46	TRACHEA / MAJOR BRONCHI			D85	PULMONARY DISORDERS	DM2		PULMONARY DISORDERS	CD1307
1879							D88	REJECTION	DM2		REJECTION	CD1308
1656	C2	DISEASE					D88	REJECTION	DM2		REJECTION	CD1308
2325SS157	C7	BENIGN	S1	SKIN	SS157	SEBACEOUS GLAND	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS156	C7	BENIGN	S1	SKIN	SS156	SCALP	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS98	C7	BENIGN	S1	SKIN	SS98	LEG	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS73	C7	BENIGN	S1	SKIN	SS73	GLANDS	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS66	C7	BENIGN	S1	SKIN	SS66	FOREHEAD	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS65	C7	BENIGN	S1	SKIN	SS65	FOOT	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS57	C7	BENIGN	S1	SKIN	SS57	EYELID	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS19	C7	BENIGN	S1	SKIN	SS19	BREAST	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS8	C7	BENIGN	S1	SKIN	SS8	ARM	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2325SS2	C7	BENIGN	S1	SKIN	SS2	ABDOMINAL	D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
2022							D100	SEBORRHEIC KERATOSIS	DM2		SEBORRHEIC KERATOSIS	CD1309
1626SS137	C1	INDETERMINANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1626SS52	C1	INDETERMINANT	S35	OVARY	SS52	EGGS PRESENT	D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1626SS80	C1	INDETERMINANT	S35	OVARY	SS80	HYLUM	D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1626SS42	C1	INDETERMINANT	S35	OVARY	SS42	CORTEX	D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1626SS41	C1	INDETERMINANT	S35	OVARY	SS41	CORPUS LUTEUM	D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1618SS1	C1	INDETERMINANT	S42	TESTIS	SS1	NONE	D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1840							D109	SEX CORD-STROMAL TUMOR	DM2		SEX CORD-STROMAL TUMOR	CD1310
1868							D110	SIALADENITIS	DM2		SIALADENITIS	CD1311
1672SS172	C2	DISEASE	S97	SALIVARY GLAND	SS172	SUBMAXILLARY GLAND	D110	SIALADENITIS	DM2		SIALADENITIS	CD1311
1672SS171	C2	DISEASE	S97	SALIVARY GLAND	SS171	SUBMANDIBULAR GLAND	D110	SIALADENITIS	DM2		SIALADENITIS	CD1311
1672SS170	C2	DISEASE	S97	SALIVARY GLAND	SS170	SUBLINGUAL GLAND	D110	SIALADENITIS	DM2		SIALADENITIS	CD1311
1672SS127	C2	DISEASE	S97	SALIVARY GLAND	SS127	PAROTID	D110	SIALADENITIS	DM2		SIALADENITIS	CD1311
1672SS110	C2	DISEASE	S97	SALIVARY GLAND	SS110	MINOR SALIVARY GLANDS	D110	SIALADENITIS	DM2		SIALADENITIS	CD1311
2000							D111	SINUSITIS	DM2		SINUSITIS	CD1312
1723SS116	C2	DISEASE	S66	SINUS	SS116	NASAL	D111	SINUSITIS	DM2		SINUSITIS	CD1312
1819							D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS157	C2	DISEASE	S1	SKIN	SS157	SEBACEOUS GLAND	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS156	C2	DISEASE	S1	SKIN	SS156	SCALP	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS98	C2	DISEASE	S1	SKIN	SS98	LEG	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS73	C2	DISEASE	S1	SKIN	SS73	GLANDS	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS66	C2	DISEASE	S1	SKIN	SS66	FOREHEAD	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS65	C2	DISEASE	S1	SKIN	SS65	FOOT	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS57	C2	DISEASE	S1	SKIN	SS57	EYELID	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS19	C2	DISEASE	S1	SKIN	SS19	BREAST	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS8	C2	DISEASE	S1	SKIN	SS8	ARM	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1657SS2	C2	DISEASE	S1	SKIN	SS2	ABDOMINAL	D112	SKIN DISORDERS	DM2		SKIN DISORDERS	CD1313
1621SS175	C1	INDETERMINANT	S24	PANCREAS	SS175	TAIL	D113	SOLID & CYSTIC NEOPLASM	DM2		SOLID & CYSTIC NEOPLASM	CD1314
1621SS123	C1	INDETERMINANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D113	SOLID & CYSTIC NEOPLASM	DM2		SOLID & CYSTIC NEOPLASM	CD1314
