Id	Cat Id	Category	AS Id	Anatomic Site	SubS Id	Subsite	DX Id	Diagnosis
1292SS66	C2	DISEASE	S1	SKIN	SS66	FOREHEAD	D1189	SKIN DISORDERS \ SCLERODERMA
1292SS65	C2	DISEASE	S1	SKIN	SS65	FOOT	D1189	SKIN DISORDERS \ SCLERODERMA
1292SS57	C2	DISEASE	S1	SKIN	SS57	EYELID	D1189	SKIN DISORDERS \ SCLERODERMA
1292SS19	C2	DISEASE	S1	SKIN	SS19	BREAST	D1189	SKIN DISORDERS \ SCLERODERMA
1292SS8	C2	DISEASE	S1	SKIN	SS8	ARM	D1189	SKIN DISORDERS \ SCLERODERMA
1292SS2	C2	DISEASE	S1	SKIN	SS2	ABDOMINAL	D1189	SKIN DISORDERS \ SCLERODERMA
1293SS157	C2	DISEASE	S1	SKIN	SS157	SEBACEOUS GLAND	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS156	C2	DISEASE	S1	SKIN	SS156	SCALP	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS98	C2	DISEASE	S1	SKIN	SS98	LEG	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS73	C2	DISEASE	S1	SKIN	SS73	GLANDS	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS66	C2	DISEASE	S1	SKIN	SS66	FOREHEAD	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS65	C2	DISEASE	S1	SKIN	SS65	FOOT	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS57	C2	DISEASE	S1	SKIN	SS57	EYELID	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS19	C2	DISEASE	S1	SKIN	SS19	BREAST	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS8	C2	DISEASE	S1	SKIN	SS8	ARM	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1293SS2	C2	DISEASE	S1	SKIN	SS2	ABDOMINAL	D1190	SKIN DISORDERS \ STEVENS-JOHNSON SYNDROME
1294SS157	C2	DISEASE	S1	SKIN	SS157	SEBACEOUS GLAND	D1191	SKIN DISORDERS \ VITILIGO
1294SS156	C2	DISEASE	S1	SKIN	SS156	SCALP	D1191	SKIN DISORDERS \ VITILIGO
1294SS98	C2	DISEASE	S1	SKIN	SS98	LEG	D1191	SKIN DISORDERS \ VITILIGO
1294SS73	C2	DISEASE	S1	SKIN	SS73	GLANDS	D1191	SKIN DISORDERS \ VITILIGO
1294SS66	C2	DISEASE	S1	SKIN	SS66	FOREHEAD	D1191	SKIN DISORDERS \ VITILIGO
1294SS65	C2	DISEASE	S1	SKIN	SS65	FOOT	D1191	SKIN DISORDERS \ VITILIGO
1294SS57	C2	DISEASE	S1	SKIN	SS57	EYELID	D1191	SKIN DISORDERS \ VITILIGO
1294SS19	C2	DISEASE	S1	SKIN	SS19	BREAST	D1191	SKIN DISORDERS \ VITILIGO
1294SS8	C2	DISEASE	S1	SKIN	SS8	ARM	D1191	SKIN DISORDERS \ VITILIGO
1294SS2	C2	DISEASE	S1	SKIN	SS2	ABDOMINAL	D1191	SKIN DISORDERS \ VITILIGO
1295SS157	C2	DISEASE	S1	SKIN	SS157	SEBACEOUS GLAND	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS156	C2	DISEASE	S1	SKIN	SS156	SCALP	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS98	C2	DISEASE	S1	SKIN	SS98	LEG	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS73	C2	DISEASE	S1	SKIN	SS73	GLANDS	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS66	C2	DISEASE	S1	SKIN	SS66	FOREHEAD	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS65	C2	DISEASE	S1	SKIN	SS65	FOOT	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS57	C2	DISEASE	S1	SKIN	SS57	EYELID	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS19	C2	DISEASE	S1	SKIN	SS19	BREAST	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS8	C2	DISEASE	S1	SKIN	SS8	ARM	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1295SS2	C2	DISEASE	S1	SKIN	SS2	ABDOMINAL	D1192	SKIN DISORDERS \ XERODERMA PIGMENTOSUM
1104SS175	C1	INDETERMINANT	S24	PANCREAS	SS175	TAIL	D1193	SOLID & CYSTIC NEOPLASM \ SOLID PSEUDOPAPILLARY
1104SS123	C1	INDETERMINANT	S24	PANCREAS	SS123	PANCREATIC DUCT	D1193	SOLID & CYSTIC NEOPLASM \ SOLID PSEUDOPAPILLARY
1147	C7	BENIGN	S47	PLEURA			D1194	SOLITARY FIBROUS TUMOR
1886							D1194	SOLITARY FIBROUS TUMOR
1565SS81	C5	PRE-INVASIVE NEOPLASIA	S95	VAGINA	SS81	HYMEN	D1195	SQUAMOUS DYSPLASIA UP TO & INCLUDING CIS (VAIN)
2121							D1195	SQUAMOUS DYSPLASIA UP TO & INCLUDING CIS (VAIN)
2347SS125	C7	BENIGN	S94	LUNG	SS125	PARENCHYMAL	D1196	SQUAMOUS METAPLASIA
1836							D1196	SQUAMOUS METAPLASIA
809SS197	C7	BENIGN	S84	LARYNX	SS197	VOCAL CORD	D1196	SQUAMOUS METAPLASIA
809SS113	C7	BENIGN	S84	LARYNX	SS113	MUSCLE	D1196	SQUAMOUS METAPLASIA
895SS125	C7	BENIGN	S94	LUNG	SS125	PARENCHYMAL	D1197	SQUAMOUS METAPLASIA \ WITHOUT ATYPIA
1296SS157	C7	BENIGN	S1	SKIN	SS157	SEBACEOUS GLAND	D1198	SQUAMOUS PAPILLOMA
1296SS156	C7	BENIGN	S1	SKIN	SS156	SCALP	D1198	SQUAMOUS PAPILLOMA
1296SS98	C7	BENIGN	S1	SKIN	SS98	LEG	D1198	SQUAMOUS PAPILLOMA
1296SS73	C7	BENIGN	S1	SKIN	SS73	GLANDS	D1198	SQUAMOUS PAPILLOMA
1296SS66	C7	BENIGN	S1	SKIN	SS66	FOREHEAD	D1198	SQUAMOUS PAPILLOMA
1296SS65	C7	BENIGN	S1	SKIN	SS65	FOOT	D1198	SQUAMOUS PAPILLOMA
1296SS57	C7	BENIGN	S1	SKIN	SS57	EYELID	D1198	SQUAMOUS PAPILLOMA
1296SS19	C7	BENIGN	S1	SKIN	SS19	BREAST	D1198	SQUAMOUS PAPILLOMA
1296SS8	C7	BENIGN	S1	SKIN	SS8	ARM	D1198	SQUAMOUS PAPILLOMA
1296SS2	C7	BENIGN	S1	SKIN	SS2	ABDOMINAL	D1198	SQUAMOUS PAPILLOMA
2097							D1198	SQUAMOUS PAPILLOMA
43SS1	C7	BENIGN	S6	ANUS	SS1	NONE	D1198	SQUAMOUS PAPILLOMA
345SS44	C2	DISEASE	S87	BILE DUCT	SS44	CYSTIC BILE DUCT	D1199	STONE
1794							D1199	STONE
285	C2	DISEASE					D1200	STROMAL SCLEROSIS & FIBROSIS
2062							D1200	STROMAL SCLEROSIS & FIBROSIS
1056SS137	C7	BENIGN	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D1201	STROMAL TUMOR \ SCLEROSING
1056SS52	C7	BENIGN	S35	OVARY	SS52	EGGS PRESENT	D1201	STROMAL TUMOR \ SCLEROSING
1056SS80	C7	BENIGN	S35	OVARY	SS80	HYLUM	D1201	STROMAL TUMOR \ SCLEROSING
1056SS42	C7	BENIGN	S35	OVARY	SS42	CORTEX	D1201	STROMAL TUMOR \ SCLEROSING
1056SS41	C7	BENIGN	S35	OVARY	SS41	CORPUS LUTEUM	D1201	STROMAL TUMOR \ SCLEROSING
1057SS137	C7	BENIGN	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D1202	STRUMA OVARII
1057SS52	C7	BENIGN	S35	OVARY	SS52	EGGS PRESENT	D1202	STRUMA OVARII
1057SS80	C7	BENIGN	S35	OVARY	SS80	HYLUM	D1202	STRUMA OVARII
1057SS42	C7	BENIGN	S35	OVARY	SS42	CORTEX	D1202	STRUMA OVARII
1057SS41	C7	BENIGN	S35	OVARY	SS41	CORPUS LUTEUM	D1202	STRUMA OVARII
1916							D1202	STRUMA OVARII
2010							D1203	SUBEPENDYMOMA
549SS192	C7	BENIGN	S31	BRAIN	SS192	VENTRICLE	D1203	SUBEPENDYMOMA
549SS177	C7	BENIGN	S31	BRAIN	SS177	THALAMUS	D1203	SUBEPENDYMOMA
549SS176	C7	BENIGN	S31	BRAIN	SS176	TEMPORAL	D1203	SUBEPENDYMOMA
549SS126	C7	BENIGN	S31	BRAIN	SS126	PARIETAL	D1203	SUBEPENDYMOMA
549SS119	C7	BENIGN	S31	BRAIN	SS119	OCCIPITAL	D1203	SUBEPENDYMOMA
549SS82	C7	BENIGN	S31	BRAIN	SS82	HYPOTHALAMUS	D1203	SUBEPENDYMOMA
549SS78	C7	BENIGN	S31	BRAIN	SS78	HIPPOCAMPUS	D1203	SUBEPENDYMOMA
549SS67	C7	BENIGN	S31	BRAIN	SS67	FRONTAL	D1203	SUBEPENDYMOMA
549SS49	C7	BENIGN	S31	BRAIN	SS49	DURA/MENINGES	D1203	SUBEPENDYMOMA
549SS42	C7	BENIGN	S31	BRAIN	SS42	CORTEX	D1203	SUBEPENDYMOMA
549SS40	C7	BENIGN	S31	BRAIN	SS40	CORPUS CALLOSUM	D1203	SUBEPENDYMOMA
549SS35	C7	BENIGN	S31	BRAIN	SS35	CHOROID PLEXUS	D1203	SUBEPENDYMOMA
549SS31	C7	BENIGN	S31	BRAIN	SS31	CEREBRAL MENINGES	D1203	SUBEPENDYMOMA
549SS29	C7	BENIGN	S31	BRAIN	SS29	CEREBELLUM	D1203	SUBEPENDYMOMA
549SS17	C7	BENIGN	S31	BRAIN	SS17	BASAL GANGLIA	D1203	SUBEPENDYMOMA
1297SS157	C7	BENIGN	S1	SKIN	SS157	SEBACEOUS GLAND	D1204	SWEAT GLAND TUMORS
1297SS156	C7	BENIGN	S1	SKIN	SS156	SCALP	D1204	SWEAT GLAND TUMORS
1297SS98	C7	BENIGN	S1	SKIN	SS98	LEG	D1204	SWEAT GLAND TUMORS
1297SS73	C7	BENIGN	S1	SKIN	SS73	GLANDS	D1204	SWEAT GLAND TUMORS
1297SS66	C7	BENIGN	S1	SKIN	SS66	FOREHEAD	D1204	SWEAT GLAND TUMORS
1297SS65	C7	BENIGN	S1	SKIN	SS65	FOOT	D1204	SWEAT GLAND TUMORS
1297SS57	C7	BENIGN	S1	SKIN	SS57	EYELID	D1204	SWEAT GLAND TUMORS
1297SS19	C7	BENIGN	S1	SKIN	SS19	BREAST	D1204	SWEAT GLAND TUMORS
1297SS8	C7	BENIGN	S1	SKIN	SS8	ARM	D1204	SWEAT GLAND TUMORS
1297SS2	C7	BENIGN	S1	SKIN	SS2	ABDOMINAL	D1204	SWEAT GLAND TUMORS
2055							D1204	SWEAT GLAND TUMORS
1447SS160	C2	DISEASE	S41	SYNOVIUM	SS160	SHOULDER	D1205	SYNOVITIS \ ACUTE
1447SS94	C2	DISEASE	S41	SYNOVIUM	SS94	KNEE	D1205	SYNOVITIS \ ACUTE
1447SS77	C2	DISEASE	S41	SYNOVIUM	SS77	HIP	D1205	SYNOVITIS \ ACUTE
1058SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D1206	TCC (TRANSITIONAL CELL CARCINOMA) \ TCC (TRANSITIONAL CELL CARCINOMA)
1058SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D1206	TCC (TRANSITIONAL CELL CARCINOMA) \ TCC (TRANSITIONAL CELL CARCINOMA)
1058SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D1206	TCC (TRANSITIONAL CELL CARCINOMA) \ TCC (TRANSITIONAL CELL CARCINOMA)
1058SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D1206	TCC (TRANSITIONAL CELL CARCINOMA) \ TCC (TRANSITIONAL CELL CARCINOMA)
1058SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D1206	TCC (TRANSITIONAL CELL CARCINOMA) \ TCC (TRANSITIONAL CELL CARCINOMA)
1451SS1	C2	DISEASE	S55	TENDON	SS1	NONE	D1207	TENDONITIS
1741							D1207	TENDONITIS
1469SS1	C6	MALIGNANT	S42	TESTIS	SS1	NONE	D1208	TERATOMA
1059SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D1208	TERATOMA
1059SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D1208	TERATOMA
1059SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D1208	TERATOMA
1059SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D1208	TERATOMA
1059SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D1208	TERATOMA
1961							D1208	TERATOMA
1470SS1	C7	BENIGN	S42	TESTIS	SS1	NONE	D1209	TERATOMA \ MATURE
1060SS137	C7	BENIGN	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D1209	TERATOMA \ MATURE
1060SS52	C7	BENIGN	S35	OVARY	SS52	EGGS PRESENT	D1209	TERATOMA \ MATURE
1060SS80	C7	BENIGN	S35	OVARY	SS80	HYLUM	D1209	TERATOMA \ MATURE
1060SS42	C7	BENIGN	S35	OVARY	SS42	CORTEX	D1209	TERATOMA \ MATURE
1060SS41	C7	BENIGN	S35	OVARY	SS41	CORPUS LUTEUM	D1209	TERATOMA \ MATURE
1061SS137	C7	BENIGN	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D1210	THECOMA
1061SS52	C7	BENIGN	S35	OVARY	SS52	EGGS PRESENT	D1210	THECOMA
1061SS80	C7	BENIGN	S35	OVARY	SS80	HYLUM	D1210	THECOMA
1061SS42	C7	BENIGN	S35	OVARY	SS42	CORTEX	D1210	THECOMA
1061SS41	C7	BENIGN	S35	OVARY	SS41	CORPUS LUTEUM	D1210	THECOMA
1772							D1210	THECOMA
1482SS105	C1	INDETERMINANT	S85	THYMUS	SS105	MEDULLA	D1211	THYMOMA \ INVASIVE
1482SS42	C1	INDETERMINANT	S85	THYMUS	SS42	CORTEX	D1211	THYMOMA \ INVASIVE
998SS181	C2	DISEASE	S51	ORAL CAVITY	SS181	TONGUE	D1212	TONSILLITIS \ ACUTE
998SS167	C2	DISEASE	S51	ORAL CAVITY	SS167	SOFT PALATE	D1212	TONSILLITIS \ ACUTE
998SS139	C2	DISEASE	S51	ORAL CAVITY	SS139	PHARYNX	D1212	TONSILLITIS \ ACUTE
998SS121	C2	DISEASE	S51	ORAL CAVITY	SS121	OROPHARYNX	D1212	TONSILLITIS \ ACUTE
998SS100	C2	DISEASE	S51	ORAL CAVITY	SS100	LIP	D1212	TONSILLITIS \ ACUTE
998SS75	C2	DISEASE	S51	ORAL CAVITY	SS75	HARD PALATE	D1212	TONSILLITIS \ ACUTE
998SS72	C2	DISEASE	S51	ORAL CAVITY	SS72	GINGIVA	D1212	TONSILLITIS \ ACUTE
998SS55	C2	DISEASE	S51	ORAL CAVITY	SS55	EPIGLOTTIS	D1212	TONSILLITIS \ ACUTE
1508	C2	DISEASE	S54	TONSIL			D1212	TONSILLITIS \ ACUTE
1442SS166	C7	BENIGN	S100	STOMACH	SS166	SMOOTH MUSCLE	D1213	ULCER
1442SS147	C7	BENIGN	S100	STOMACH	SS147	PYLORUS	D1213	ULCER
1442SS145	C7	BENIGN	S100	STOMACH	SS145	PYLORIC SPHINCTER	D1213	ULCER
1442SS68	C7	BENIGN	S100	STOMACH	SS68	FUNDUS	D1213	ULCER
1442SS5	C7	BENIGN	S100	STOMACH	SS5	ANTRUM	D1213	ULCER
1442SS24	C7	BENIGN	S100	STOMACH	SS24	CARDIA	D1213	ULCER
1815							D1213	ULCER
286	C2	DISEASE					D1213	ULCER
1531SS1	C7	BENIGN	S68	URETHRA	SS1	NONE	D1214	URETERITIS CYSTICA
1880							D1214	URETERITIS CYSTICA
788SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1215	URINARY TRACT DISORDERS \ ARTERIONEPHROSCLEROSIS
788SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1215	URINARY TRACT DISORDERS \ ARTERIONEPHROSCLEROSIS
788SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1215	URINARY TRACT DISORDERS \ ARTERIONEPHROSCLEROSIS
725SS1	C2	DISEASE	S71	FORESKIN	SS1	NONE	D1216	URINARY TRACT DISORDERS \ BALANITIS
789SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1217	URINARY TRACT DISORDERS \ GLOMERULONEPHRITIS
789SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1217	URINARY TRACT DISORDERS \ GLOMERULONEPHRITIS
789SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1217	URINARY TRACT DISORDERS \ GLOMERULONEPHRITIS
1471SS1	C2	DISEASE	S42	TESTIS	SS1	NONE	D1218	URINARY TRACT DISORDERS \ GRANULOMATOUS ORCHITIS
1472SS1	C2	DISEASE	S42	TESTIS	SS1	NONE	D1219	URINARY TRACT DISORDERS \ ORCHITIS
790SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1220	URINARY TRACT DISORDERS \ POLYCYSTIC KIDNEY DISEASE
790SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1220	URINARY TRACT DISORDERS \ POLYCYSTIC KIDNEY DISEASE
790SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1220	URINARY TRACT DISORDERS \ POLYCYSTIC KIDNEY DISEASE
1164SS183	C2	DISEASE	S14	PROSTATE	SS183	TRANSITIONAL ZONE	D1221	URINARY TRACT DISORDERS \ PROSTATITIS
1164SS138	C2	DISEASE	S14	PROSTATE	SS138	PERIURETHRAL AREA	D1221	URINARY TRACT DISORDERS \ PROSTATITIS
1164SS134	C2	DISEASE	S14	PROSTATE	SS134	PERIPHERAL ZONE	D1221	URINARY TRACT DISORDERS \ PROSTATITIS
791SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1222	URINARY TRACT DISORDERS \ PYELONEPHRITIS
791SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1222	URINARY TRACT DISORDERS \ PYELONEPHRITIS
791SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1222	URINARY TRACT DISORDERS \ PYELONEPHRITIS
792SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1223	URINARY TRACT DISORDERS \ RENAL FAILURE END STAGE
792SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1223	URINARY TRACT DISORDERS \ RENAL FAILURE END STAGE
792SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1223	URINARY TRACT DISORDERS \ RENAL FAILURE END STAGE
793SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1224	URINARY TRACT DISORDERS \ TUBULOINTERSTITIAL NEPHRITIS
793SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1224	URINARY TRACT DISORDERS \ TUBULOINTERSTITIAL NEPHRITIS
793SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1224	URINARY TRACT DISORDERS \ TUBULOINTERSTITIAL NEPHRITIS
1527SS1	C2	DISEASE	S11	URETER	SS1	NONE	D1225	URINARY TRACT DISORDERS \ URETERITIS CYSTICA
794SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D1225	URINARY TRACT DISORDERS \ URETERITIS CYSTICA
794SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D1225	URINARY TRACT DISORDERS \ URETERITIS CYSTICA
794SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D1225	URINARY TRACT DISORDERS \ URETERITIS CYSTICA
1298SS157	C6	MALIGNANT	S1	SKIN	SS157	SEBACEOUS GLAND	D1226	URTICARIA PIGMENTOSA
1298SS156	C6	MALIGNANT	S1	SKIN	SS156	SCALP	D1226	URTICARIA PIGMENTOSA
1298SS98	C6	MALIGNANT	S1	SKIN	SS98	LEG	D1226	URTICARIA PIGMENTOSA
1298SS73	C6	MALIGNANT	S1	SKIN	SS73	GLANDS	D1226	URTICARIA PIGMENTOSA
1298SS66	C6	MALIGNANT	S1	SKIN	SS66	FOREHEAD	D1226	URTICARIA PIGMENTOSA
1298SS65	C6	MALIGNANT	S1	SKIN	SS65	FOOT	D1226	URTICARIA PIGMENTOSA
1298SS57	C6	MALIGNANT	S1	SKIN	SS57	EYELID	D1226	URTICARIA PIGMENTOSA
1298SS19	C6	MALIGNANT	S1	SKIN	SS19	BREAST	D1226	URTICARIA PIGMENTOSA
1298SS8	C6	MALIGNANT	S1	SKIN	SS8	ARM	D1226	URTICARIA PIGMENTOSA
1298SS2	C6	MALIGNANT	S1	SKIN	SS2	ABDOMINAL	D1226	URTICARIA PIGMENTOSA
1990							D1226	URTICARIA PIGMENTOSA
1757							D1227	UVEITIS
708SS199	C2	DISEASE	S58	EYE	SS199	WHOLE GLOBE	D1227	UVEITIS
708SS152	C2	DISEASE	S58	EYE	SS152	RETINA	D1227	UVEITIS
708SS99	C2	DISEASE	S58	EYE	SS99	LENS	D1227	UVEITIS
708SS97	C2	DISEASE	S58	EYE	SS97	LACRIMAL GLAND	D1227	UVEITIS
708SS39	C2	DISEASE	S58	EYE	SS39	CORNEA	D1227	UVEITIS
708SS37	C2	DISEASE	S58	EYE	SS37	CONJUNCTIVA	D1227	UVEITIS
550SS192	C7	BENIGN	S31	BRAIN	SS192	VENTRICLE	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS177	C7	BENIGN	S31	BRAIN	SS177	THALAMUS	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS176	C7	BENIGN	S31	BRAIN	SS176	TEMPORAL	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS126	C7	BENIGN	S31	BRAIN	SS126	PARIETAL	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS119	C7	BENIGN	S31	BRAIN	SS119	OCCIPITAL	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS82	C7	BENIGN	S31	BRAIN	SS82	HYPOTHALAMUS	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS78	C7	BENIGN	S31	BRAIN	SS78	HIPPOCAMPUS	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS67	C7	BENIGN	S31	BRAIN	SS67	FRONTAL	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS49	C7	BENIGN	S31	BRAIN	SS49	DURA/MENINGES	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS42	C7	BENIGN	S31	BRAIN	SS42	CORTEX	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS40	C7	BENIGN	S31	BRAIN	SS40	CORPUS CALLOSUM	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS35	C7	BENIGN	S31	BRAIN	SS35	CHOROID PLEXUS	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS31	C7	BENIGN	S31	BRAIN	SS31	CEREBRAL MENINGES	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS29	C7	BENIGN	S31	BRAIN	SS29	CEREBELLUM	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
550SS17	C7	BENIGN	S31	BRAIN	SS17	BASAL GANGLIA	D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
287	C7	BENIGN					D1228	VASCULAR MALFORMATION \ ARTERIOVENOUS
551SS192	C7	BENIGN	S31	BRAIN	SS192	VENTRICLE	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS177	C7	BENIGN	S31	BRAIN	SS177	THALAMUS	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS176	C7	BENIGN	S31	BRAIN	SS176	TEMPORAL	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS126	C7	BENIGN	S31	BRAIN	SS126	PARIETAL	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS119	C7	BENIGN	S31	BRAIN	SS119	OCCIPITAL	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS82	C7	BENIGN	S31	BRAIN	SS82	HYPOTHALAMUS	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS78	C7	BENIGN	S31	BRAIN	SS78	HIPPOCAMPUS	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS67	C7	BENIGN	S31	BRAIN	SS67	FRONTAL	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS49	C7	BENIGN	S31	BRAIN	SS49	DURA/MENINGES	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS42	C7	BENIGN	S31	BRAIN	SS42	CORTEX	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS40	C7	BENIGN	S31	BRAIN	SS40	CORPUS CALLOSUM	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS35	C7	BENIGN	S31	BRAIN	SS35	CHOROID PLEXUS	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS31	C7	BENIGN	S31	BRAIN	SS31	CEREBRAL MENINGES	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS29	C7	BENIGN	S31	BRAIN	SS29	CEREBELLUM	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
551SS17	C7	BENIGN	S31	BRAIN	SS17	BASAL GANGLIA	D1229	VASCULAR MALFORMATION \ HEMANGIOMA
288	C7	BENIGN					D1229	VASCULAR MALFORMATION \ HEMANGIOMA
552SS192	C7	BENIGN	S31	BRAIN	SS192	VENTRICLE	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS177	C7	BENIGN	S31	BRAIN	SS177	THALAMUS	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS176	C7	BENIGN	S31	BRAIN	SS176	TEMPORAL	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS126	C7	BENIGN	S31	BRAIN	SS126	PARIETAL	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS119	C7	BENIGN	S31	BRAIN	SS119	OCCIPITAL	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS82	C7	BENIGN	S31	BRAIN	SS82	HYPOTHALAMUS	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS78	C7	BENIGN	S31	BRAIN	SS78	HIPPOCAMPUS	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS67	C7	BENIGN	S31	BRAIN	SS67	FRONTAL	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS49	C7	BENIGN	S31	BRAIN	SS49	DURA/MENINGES	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS42	C7	BENIGN	S31	BRAIN	SS42	CORTEX	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS40	C7	BENIGN	S31	BRAIN	SS40	CORPUS CALLOSUM	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
552SS35	C7	BENIGN	S31	BRAIN	SS35	CHOROID PLEXUS	D1230	VASCULAR MALFORMATION \ HEMANGIOPERICYTOMA
